repository	stratum	commit	path	status	reason	bytes	sha256	extension	language	line_count	token_count	identifier_count	vocabulary_size	comment_line_count	import_count	declaration_count	test_marker_line_count	error_handling_line_count	parse_status	parse_node_count	parse_error
lte-workstation	markdown	e8f47364e5a0f224c1bd03331df592272a187df5	docs/reviews/deleuze-buchanan-purpose-oriented-discharge-reflex-health-2026-08-04.md	included		9729	0bd70a7fc0d4b390a1b0df66c1954a964a51847216019b6bf6327c4ee18a1023	.md	markdown	159	1397	1397	566	16	na	na	21	1	na	na	
lte-workstation	markdown	e8f47364e5a0f224c1bd03331df592272a187df5	docs/reviews/deleuze-delanda-coding-decoding-second-knob-digest-2026-08-21.md	included		10267	7b507cab93141353b2e8ac39e37dc3e325bf91277dc60d83bd96162cced522d9	.md	markdown	162	1467	1467	577	18	na	na	14	0	na	na	
lte-workstation	markdown	e8f47364e5a0f224c1bd03331df592272a187df5	docs/reviews/deleuze-deterritorialization-coefficient-relative-vs-absolute-recapture-2026-07-28.md	included		8147	0c366ea961dde481f32d1f1ec8c15061adb9a01c9eb01ba4660d39fd0865219b	.md	markdown	110	1092	1092	490	10	na	na	20	0	na	na	
lte-workstation	markdown	e8f47364e5a0f224c1bd03331df592272a187df5	docs/reviews/deleuze-disjunctive-synthesis-inclusive-disjunction-situation-2026-07-28.md	included		9002	503d105a70b236dfbfa17e83463bc2e9dbb1ac049524fd8b4ac54f2e413d3f6d	.md	markdown	138	1220	1220	487	9	na	na	17	0	na	na	
lte-workstation	markdown	e8f47364e5a0f224c1bd03331df592272a187df5	docs/reviews/deleuze-double-articulation-content-expression-sensorium-2026-07-31.md	included		7968	84139318e1b79f84ed6db2f6087a38633e66c230987ecdb6a8ed483822685d7c	.md	markdown	119	1111	1111	448	12	na	na	17	0	na	na	
lte-workstation	markdown	e8f47364e5a0f224c1bd03331df592272a187df5	docs/reviews/deleuze-guattari-conjugation-vs-connection-queue-floor-miners-2026-08-19.md	included		9973	6ad6e2713dcaa9a91f4b8fb1c3af5580bfb20987c3a6f8ac9096f0a1537767f5	.md	markdown	172	1364	1364	544	14	na	na	17	0	na	na	
lte-workstation	markdown	e8f47364e5a0f224c1bd03331df592272a187df5	docs/reviews/deleuze-guattari-faciality-black-hole-abstention-face-recognize-2026-08-17.md	included		9341	ea847d7705a757caed38647e225d6f92876cd1486384f57bb1387299029bbbfe	.md	markdown	159	1307	1307	551	18	na	na	16	0	na	na	
lte-workstation	markdown	e8f47364e5a0f224c1bd03331df592272a187df5	docs/reviews/deleuze-guattari-map-not-tracing-traversal-vs-wiring-chat-review-2026-08-26.md	included		13817	3e155507ba2007bed7c1db7695718041969c97a821027a6e67f99a53792af363	.md	markdown	223	2077	2077	700	27	na	na	32	0	na	na	
lte-workstation	markdown	e8f47364e5a0f224c1bd03331df592272a187df5	docs/reviews/deleuze-guattari-refrain-repeats-with-difference-closure-refrain-2026-08-25.md	included		7427	15f0ba9d548b2886900089c40e617bf8b07de88d0e7ffc6e086b4121244a4fea	.md	markdown	116	1076	1076	484	14	na	na	20	0	na	na	
lte-workstation	markdown	e8f47364e5a0f224c1bd03331df592272a187df5	docs/reviews/deleuze-guattari-rhythm-is-not-meter-event-coincidence-leadlag-2026-08-19.md	included		11960	105b43ce8b0c43a31b0f973e985e97bd79c7c0490b4888b8f802595e78a05f12	.md	markdown	168	1779	1779	705	16	na	na	14	1	na	na	
lte-workstation	markdown	e8f47364e5a0f224c1bd03331df592272a187df5	docs/reviews/deleuze-guattari-rupture-protocol-randomized-re-entry-ideate-2026-08-21.md	included		11410	4fcfc0e172a58b48652e2cc97a9cc3aac95ca5155245519635fb6fc00e2c2deb	.md	markdown	174	1688	1688	632	16	na	na	31	0	na	na	
lte-workstation	markdown	e8f47364e5a0f224c1bd03331df592272a187df5	docs/reviews/deleuze-guattari-transversality-coefficient-diagonal-avenues-promises-2026-08-15.md	included		11937	3e388cab999b39c1673a21b0a26d92a9c0fc3523b3c83abbb7454f47130e8f02	.md	markdown	201	1632	1632	640	25	na	na	18	0	na	na	
lte-workstation	markdown	e8f47364e5a0f224c1bd03331df592272a187df5	docs/reviews/deleuze-guattari-twin-axes-four-types-deterritorialization-tg-watchdog-2026-08-24.md	included		12096	b43f01a87c2efdd3272efc9f17cd3a0c40865fed982127be0903cc78269b9fea	.md	markdown	180	1695	1695	618	18	na	na	27	0	na	na	
lte-workstation	markdown	e8f47364e5a0f224c1bd03331df592272a187df5	docs/reviews/deleuze-machinic-phylum-trait-diffusion-vitality-2026-07-29.md	included		5455	2c6152c7ae39ae2fa7b4f285e6961eb0ebebd3c6accdd4d03aa10edbb5436d95	.md	markdown	89	742	742	350	12	na	na	7	0	na	na	
lte-workstation	markdown	e8f47364e5a0f224c1bd03331df592272a187df5	docs/reviews/deleuze-order-word-redundancy-board-2026-07-27.md	included		7950	6bd59f7ece17a868659466bbf8eb0a3e6c5cae58fb580da0e1b09031ed6cfeb0	.md	markdown	119	1142	1142	456	11	na	na	13	0	na	na	
lte-workstation	markdown	e8f47364e5a0f224c1bd03331df592272a187df5	docs/reviews/deleuze-smooth-striated-intensive-residual-2026-07-27.md	included		6938	8250b9028c116d00db9a55177b7ce2198231e71a83ed70c1e8b64f12520922d6	.md	markdown	95	939	939	411	11	na	na	8	0	na	na	
lte-workstation	markdown	e8f47364e5a0f224c1bd03331df592272a187df5	docs/reviews/distributed-systems-acfa-exclusion-predicate-divergence-doctor-2026-08-19.md	included		10108	11d15a0295e9ad759aab850c7917683c55f5fea2863bd2d6214b3d1c54b98e02	.md	markdown	154	1469	1469	587	15	na	na	20	0	na	na	
lte-workstation	markdown	e8f47364e5a0f224c1bd03331df592272a187df5	docs/reviews/distributed-systems-age-of-incorrect-version-semantic-divergence-chat-sync-2026-08-17.md	included		9212	1ade4cd6b5e15895094b90c3057e99bea14cfde60493b6c119f867a305c87f8c	.md	markdown	113	1345	1345	549	14	na	na	12	0	na	na	
lte-workstation	markdown	e8f47364e5a0f224c1bd03331df592272a187df5	docs/reviews/distributed-systems-calm-iconfluence-double-hold-promises-2026-07-30.md	included		6961	4109fe83012ca998dbd2145b30bb11e9c27c2023342280d372a70571910b5d69	.md	markdown	104	990	990	440	11	na	na	16	1	na	na	
lte-workstation	markdown	e8f47364e5a0f224c1bd03331df592272a187df5	docs/reviews/distributed-systems-capability-graph-alignment-comparable-core-organs-2026-08-21.md	included		9129	a9507aaf7b0d52fa5acb15329aae73b938b5c12ea3ec45ef24b414c282f42b62	.md	markdown	139	1327	1327	538	15	na	na	15	1	na	na	
lte-workstation	markdown	e8f47364e5a0f224c1bd03331df592272a187df5	docs/reviews/distributed-systems-causal-delivery-orphan-split-promises-2026-08-18.md	included		6798	1162e1b203b11921a5b1661c2c7008e00b10a272a8b8a6693eda70dcff3fcd40	.md	markdown	113	1027	1027	460	10	na	na	13	0	na	na	
lte-workstation	markdown	e8f47364e5a0f224c1bd03331df592272a187df5	docs/reviews/distributed-systems-causal-stability-frontier-chat-sync-2026-07-28.md	included		5304	e395edc281dcad40283cfab32acfcfc3c903af8fa859457d491844ff3b24d59a	.md	markdown	77	768	768	379	10	na	na	7	0	na	na	
lte-workstation	markdown	e8f47364e5a0f224c1bd03331df592272a187df5	docs/reviews/distributed-systems-era-epoch-finality-sealed-verdicts-promises-2026-08-20.md	included		10954	6a4f103b3596955640d0dd51919228cc06683486461bdbd85e80d87acfc693c2	.md	markdown	178	1564	1564	639	18	na	na	15	0	na	na	
lte-workstation	markdown	e8f47364e5a0f224c1bd03331df592272a187df5	docs/reviews/distributed-systems-event-triggered-broadcast-snapshot-climate-2026-08-18.md	included		8219	a2b5e7a739474dbb5f4c04f6aec46124690b2a5eb914a4bd327381412333bc72	.md	markdown	120	1214	1214	562	18	na	na	9	0	na	na	
lte-workstation	markdown	e8f47364e5a0f224c1bd03331df592272a187df5	docs/reviews/distributed-systems-handoff-counter-durable-replica-identity-nvme-health-2026-08-25.md	included		8740	0dcc3660913b837ca1f0faca042be33b4e41c7a8fe0fdec7371d9dae670f00b7	.md	markdown	136	1338	1338	519	12	na	na	20	0	na	na	
lte-workstation	markdown	e8f47364e5a0f224c1bd03331df592272a187df5	docs/reviews/distributed-systems-local-health-awareness-reflex-health-2026-07-29.md	included		8628	da52d12cd47fd5453adc007bb81eb4002caa8ec1c500346cdb835d0ea5821ae7	.md	markdown	118	1264	1264	527	12	na	na	12	3	na	na	
lte-workstation	markdown	e8f47364e5a0f224c1bd03331df592272a187df5	docs/reviews/distributed-systems-maxwait-consistent-cut-presence-fuse-2026-08-20.md	included		10809	97e6d419456d1d11d8f793e40d3d16533f5f6f09ca295454efa41613ab1e202c	.md	markdown	157	1580	1580	642	16	na	na	19	2	na	na	
lte-workstation	markdown	e8f47364e5a0f224c1bd03331df592272a187df5	docs/reviews/distributed-systems-metastable-failure-quota-goodput-2026-07-29.md	included		5600	e7a733bb528919bf59dd1b98f57ad2b57dab0c676ca243f4b07354b9eea5418d	.md	markdown	89	776	776	381	10	na	na	16	0	na	na	
lte-workstation	markdown	e8f47364e5a0f224c1bd03331df592272a187df5	docs/reviews/distributed-systems-omission-detection-board-completeness-chat-2026-08-20.md	included		7547	85ea0f2506d0cf3e629465251a7c20801a8b223e42dd23ee7d504a557b040e1c	.md	markdown	110	1132	1132	505	14	na	na	18	0	na	na	
lte-workstation	markdown	e8f47364e5a0f224c1bd03331df592272a187df5	docs/reviews/distributed-systems-phi-accrual-presence-departure-2026-07-31.md	included		6351	231e7039aaa2aafe6b97930d144720c816b43143ac65c303c941564d6c74cef9	.md	markdown	92	822	822	424	13	na	na	10	1	na	na	
lte-workstation	markdown	e8f47364e5a0f224c1bd03331df592272a187df5	docs/reviews/distributed-systems-similarity-regime-reconciliation-chat-sync-2026-08-15.md	included		8152	741a36a144268c32b96aff0468601ef29e8d3edce5514b8c9a673870aada3fb4	.md	markdown	124	1132	1132	549	18	na	na	11	1	na	na	
lte-workstation	markdown	e8f47364e5a0f224c1bd03331df592272a187df5	docs/reviews/dragon-king-precursor-2026-07-06.md	included		5755	122997a0939355b0f0253b89b7f0c907382b2d9a8db4859fc6bca7f1093ea68b	.md	markdown	79	828	828	409	9	na	na	10	0	na	na	
lte-workstation	markdown	e8f47364e5a0f224c1bd03331df592272a187df5	docs/reviews/dynamic-range-at-criticality-kinouchi-copelli-mesh-criticality-2026-07-28.md	included		6824	792004001c7a0cef794ab4dbdeb084343199a73f9a26d6df1fe6e991f096bc58	.md	markdown	95	959	959	428	14	na	na	8	0	na	na	
lte-workstation	markdown	e8f47364e5a0f224c1bd03331df592272a187df5	docs/reviews/edge-of-chaos-bin-width-artifact-mesh-criticality-2026-07-27.md	included		4845	a9f7024ef12bb07d652978cb566b474e6ab4e222f5c6e8ad5fd8dd276fcb133d	.md	markdown	67	690	690	343	9	na	na	11	1	na	na	
lte-workstation	markdown	e8f47364e5a0f224c1bd03331df592272a187df5	docs/reviews/edge-of-chaos-not-universally-optimal-carroll-mesh-criticality-2026-07-27.md	included		6825	19594ac82bc2edad3602b1fe665ff464b8287c57171557fdfd39adebed010cfa	.md	markdown	83	979	979	456	11	na	na	13	0	na	na	
lte-workstation	markdown	e8f47364e5a0f224c1bd03331df592272a187df5	docs/reviews/efe-gamma-probe-confidence-2026-07-29.md	included		9246	73a5bf6c8bc707b2376818e4d3ae7db9209ef7bd4f4faa3947cd1c391a93f40b	.md	markdown	136	1261	1261	470	13	na	na	15	0	na	na	
lte-workstation	markdown	e8f47364e5a0f224c1bd03331df592272a187df5	docs/reviews/efe-novelty-vs-salience-parameter-uncertainty-2026-07-27.md	included		6751	01c4cc4e80bac44809cd7435a8bc009851b3ad5de560e3e03781441168ab67fd	.md	markdown	109	922	922	385	11	na	na	14	0	na	na	
lte-workstation	markdown	e8f47364e5a0f224c1bd03331df592272a187df5	docs/reviews/enactive-purposiveness-clock-vs-need-renewal-vitality-2026-08-18.md	included		7466	e2a7cf5fcf411c241dcc48592a3adc0f4110a1dceb9941397304f4b28a28ec9f	.md	markdown	106	1106	1106	449	8	na	na	23	0	na	na	
lte-workstation	markdown	e8f47364e5a0f224c1bd03331df592272a187df5	docs/reviews/enactivism-4e-action-scaled-affordance-effectivity-2026-07-31.md	included		8472	5272637d6da1458063f2b37ef89f64f6df212a4ae274816a2ad3577057ef30b6	.md	markdown	130	1225	1225	570	11	na	na	19	0	na	na	
lte-workstation	markdown	e8f47364e5a0f224c1bd03331df592272a187df5	docs/reviews/enactivism-4e-agency-gated-credit-fitness-self-caused-2026-08-03.md	included		10291	7e5baad4ca65c6e11975574298adc047b33376ad351ac12265bb7184dfbf0f1c	.md	markdown	153	1503	1503	614	15	na	na	16	0	na	na	
lte-workstation	markdown	e8f47364e5a0f224c1bd03331df592272a187df5	docs/reviews/enactivism-4e-complexity-matching-leadlag-cooscillate-2026-07-30.md	included		9175	9131ebf92e79b3f90a9c9c3a8b983219089b6595249332630f16cd431e12cf53	.md	markdown	74	1253	1253	537	15	na	na	8	0	na	na	
lte-workstation	markdown	e8f47364e5a0f224c1bd03331df592272a187df5	docs/reviews/enactivism-4e-coordination-mttr-repair-latency-2026-07-31.md	included		5693	6fa84936986c8eb19ea8b142e398920a345962ca601e0ab9b0c2cd22d405e0ec	.md	markdown	91	791	791	385	11	na	na	9	0	na	na	
lte-workstation	markdown	e8f47364e5a0f224c1bd03331df592272a187df5	docs/reviews/enactivism-4e-crqa-laminarity-trapping-time-labor-2026-08-22.md	included		6974	917f3f994bebfd1468b420bc7d9af91dc6e01b7918845b5fc469e5a0f67d5988	.md	markdown	110	987	987	416	11	na	na	10	1	na	na	
lte-workstation	markdown	e8f47364e5a0f224c1bd03331df592272a187df5	docs/reviews/enactivism-4e-enactive-valence-state-dependent-novelty-2026-07-30.md	included		6662	2b65e682dc3e6596c9ec4084abe89b15a43c2e9dff2083c9ef4c672e588e7b70	.md	markdown	94	907	907	401	13	na	na	18	0	na	na	
lte-workstation	markdown	e8f47364e5a0f224c1bd03331df592272a187df5	docs/reviews/enactivism-4e-environment-side-sediment-node-config-2026-08-15.md	included		13913	1ff3a87a408fc215912ec2eb5fc0204d6817e657ba7944fc236f6047faa76814	.md	markdown	190	2099	2099	733	15	na	na	28	0	na	na	
lte-workstation	markdown	e8f47364e5a0f224c1bd03331df592272a187df5	docs/reviews/enactivism-4e-extended-mind-restore-trust-glue-2026-07-30.md	included		6462	e5f5f4873bb491deb920087b6d3fe3700320a67fc623878cf11ad6e32026d18c	.md	markdown	90	959	959	379	14	na	na	13	0	na	na	
lte-workstation	markdown	e8f47364e5a0f224c1bd03331df592272a187df5	docs/reviews/enactivism-4e-habit-precariousness-enacted-closure-2026-08-15.md	included		11286	f0180c34789132630b9f44bb35823e5959d7e1e31e7d6a376ba8146f03d7d83c	.md	markdown	184	1667	1667	651	19	na	na	27	0	na	na	
lte-workstation	markdown	e8f47364e5a0f224c1bd03331df592272a187df5	docs/reviews/enactivism-4e-hostile-scaffolding-origin-disclosure-mesh-tell-2026-08-14.md	included		8128	b5504386ab3f9d29350a4a62308e3605d1837fa6d116ebf661320b0b28506260	.md	markdown	127	1152	1152	496	13	na	na	17	0	na	na	
lte-workstation	markdown	e8f47364e5a0f224c1bd03331df592272a187df5	docs/reviews/enactivism-4e-matching-condition-cooscillate-2026-08-24.md	included		10705	ea1da2f404ab053573f705d942799d025b8799f4cad8ad980e98a82dac1fcada	.md	markdown	157	1477	1477	558	23	na	na	15	0	na	na	
lte-workstation	markdown	e8f47364e5a0f224c1bd03331df592272a187df5	docs/reviews/enactivism-4e-nave-unfalsifiable-closure-null-2026-08-18.md	included		10666	4c4835e4f1ce4ddcec01f8af6bb67f8abf002ad3e1966a48382f72604694b80c	.md	markdown	182	1544	1544	596	21	na	na	29	0	na	na	
lte-workstation	markdown	e8f47364e5a0f224c1bd03331df592272a187df5	docs/reviews/enactivism-4e-participatory-coupling-metric-2026-07-27.md	included		4754	512147fcad769ef839fa4f8da2f550417a025accaa7df64ec30a7e5a5d67eac2	.md	markdown	66	667	667	320	10	na	na	8	1	na	na	
lte-workstation	markdown	e8f47364e5a0f224c1bd03331df592272a187df5	docs/reviews/enactivism-4e-reafference-confirmation-loop-closure-audio-active-2026-07-30.md	included		5120	90762c00b909a9cd30d177eedcb1a656998fdf8c3eeb89dfe7fa782af86350bc	.md	markdown	74	722	722	330	9	na	na	7	0	na	na	
lte-workstation	markdown	e8f47364e5a0f224c1bd03331df592272a187df5	docs/reviews/enactivism-4e-representation-hungry-absence-2026-07-29.md	included		7651	84508bed7c668a0a90a6df7f1ff685887b81604373e1c2d489231ccffc1853fb	.md	markdown	106	1100	1100	465	11	na	na	12	0	na	na	
lte-workstation	markdown	e8f47364e5a0f224c1bd03331df592272a187df5	docs/reviews/enactivism-4e-role-cycling-participatory-sensemaking-promises-2026-08-14.md	included		12259	13a260536e3915101e793794d756a00dbcd3353a30aef0cf98dfb1a53eb1321c	.md	markdown	194	1727	1727	666	19	na	na	14	0	na	na	
lte-workstation	markdown	e8f47364e5a0f224c1bd03331df592272a187df5	docs/reviews/enactivism-4e-sensorimotor-environment-thermal-response-2026-08-04.md	included		9830	e4d8852b7c920a7ed2991f1d5c55feaba6aec2e420dd8056a41d314944327c0d	.md	markdown	155	1389	1389	581	15	na	na	9	0	na	na	
lte-workstation	markdown	e8f47364e5a0f224c1bd03331df592272a187df5	docs/reviews/enactivism-4e-shadow-control-audio-active-2026-08-26.md	included		10314	16bbaa85d5283096d86aeea0922597d26d092852bff27c28094fb82d5412997d	.md	markdown	171	1518	1518	612	18	na	na	21	1	na	na	
lte-workstation	markdown	e8f47364e5a0f224c1bd03331df592272a187df5	docs/reviews/enantiostasis-functional-invariance-egress-path-quality-2026-07-28.md	included		7373	673df7de7ffe6abb1d916c981cf36985f624b153114f018b18b4417cb8a63bd8	.md	markdown	97	1056	1056	478	13	na	na	13	0	na	na	
lte-workstation	markdown	e8f47364e5a0f224c1bd03331df592272a187df5	docs/reviews/engineering-redundancy-writer-multiplicity-2026-07-25.md	included		9418	4804827ed1a509c568784a217335b3186e76b4ce98b0e45d1a3f111e9a1562d4	.md	markdown	142	1257	1257	545	20	na	na	15	0	na	na	
lte-workstation	markdown	e8f47364e5a0f224c1bd03331df592272a187df5	docs/reviews/ergodicity-breaking-pooled-corpus-2026-07-24.md	included		10061	822e0f9a18306f6a9d41b2ba201e67fc27e13fd185205bb46c304e67d5513e1b	.md	markdown	152	1447	1447	571	14	na	na	13	0	na	na	
lte-workstation	markdown	e8f47364e5a0f224c1bd03331df592272a187df5	docs/reviews/extended-phenotype-arms-race-asymmetry-rare-enemy-tg-roz-2026-08-22.md	included		9293	087ea1e267d78366afc859c1ca8f8cf149c361edc4be1208ffb56e800589b08e	.md	markdown	140	1368	1368	560	16	na	na	14	0	na	na	
lte-workstation	markdown	e8f47364e5a0f224c1bd03331df592272a187df5	docs/reviews/extended-phenotype-byproduct-null-fitness-sign-forage-2026-08-16.md	included		9788	67023ee4b86c1dabdab537d4dceeae45d708f6a19ce552d66f40504eefc45cdb	.md	markdown	166	1414	1414	590	15	na	na	19	0	na	na	
lte-workstation	markdown	e8f47364e5a0f224c1bd03331df592272a187df5	docs/reviews/extended-phenotype-response-vs-effect-entangled-trait-tmp-guard-2026-08-25.md	included		11642	164ebb431653434b8100727ee987815a51eabffa5e980464fa8bf9bfb9434403	.md	markdown	172	1780	1780	688	16	na	na	23	0	na	na	
lte-workstation	markdown	e8f47364e5a0f224c1bd03331df592272a187df5	docs/reviews/fep-active-data-selection-retention-is-not-recency-records-2026-08-20.md	included		10046	a0af4bab60096d96421900737b596b3554cfe6c4317c7b52b3f47997091fdce3	.md	markdown	147	1404	1404	550	15	na	na	16	0	na	na	
lte-workstation	markdown	e8f47364e5a0f224c1bd03331df592272a187df5	docs/reviews/fep-active-inference-epistemic-value-vs-output-diversity-forage-2026-07-30.md	included		9466	baf9afc850a55d2f678e24924403ef316c8893a0aeb2d26d5c53e9a5c57251dd	.md	markdown	75	1288	1288	509	12	na	na	6	0	na	na	
lte-workstation	markdown	e8f47364e5a0f224c1bd03331df592272a187df5	docs/reviews/fep-bayesian-model-expansion-structure-learning-precision-2026-08-04.md	included		9047	a39e80a38a497ba4250889075b7ffc3ecc31bddcc14d3a32fee3eb342fe7a874	.md	markdown	173	1266	1266	520	16	na	na	13	0	na	na	
lte-workstation	markdown	e8f47364e5a0f224c1bd03331df592272a187df5	docs/reviews/fep-bme-regime-split-ranking-basis-sound-reflex-2026-08-04.md	included		7991	568fdef240a201dc925e05d21cc2e9fff286afa69bba9470edae5290e68a741d	.md	markdown	139	1212	1212	482	15	na	na	16	0	na	na	
lte-workstation	markdown	e8f47364e5a0f224c1bd03331df592272a187df5	docs/reviews/fep-channel-knowledge-map-context-conditioned-observation-noise-precision-2026-08-11.md	included		15445	a72155fd23f5c7444b7964ead11c209ce473f2fb3b3325048e888f99af515abe	.md	markdown	239	2174	2174	799	24	na	na	24	0	na	na	
lte-workstation	markdown	e8f47364e5a0f224c1bd03331df592272a187df5	docs/reviews/fep-convex-mdp-occupancy-marginal-mirror-descent-sound-reflex-2026-08-20.md	included		14995	f157565bb4d0243859f86818249f7b11c4e1c7f548ca2b563e797f4b08764f23	.md	markdown	246	2297	2297	735	21	na	na	24	0	na	na	
lte-workstation	markdown	e8f47364e5a0f224c1bd03331df592272a187df5	docs/reviews/fep-dark-room-prior-preference-2026-07-27.md	included		6400	7485abae90d6e45f7ab19a41088d834b2ab561efd1bfb21523af0ea48659e22a	.md	markdown	98	902	902	403	14	na	na	10	0	na	na	
lte-workstation	markdown	e8f47364e5a0f224c1bd03331df592272a187df5	docs/reviews/fep-entropy-regularizer-action-criterion-ideate-repellent-2026-08-03.md	included		9735	ba30cbf8ad8377504598aa0397058882442fb223e034cabde4e2a1c896579f18	.md	markdown	145	1427	1427	553	16	na	na	24	0	na	na	
lte-workstation	markdown	e8f47364e5a0f224c1bd03331df592272a187df5	docs/reviews/fep-expected-free-energy-ambiguity-price-of-honest-na-reflex-health-2026-08-17.md	included		8600	fe49a636574521fbb874cae8d0d7c2017d45af00ab3d53f846f3a72835799ea5	.md	markdown	145	1235	1235	559	19	na	na	18	0	na	na	
lte-workstation	markdown	e8f47364e5a0f224c1bd03331df592272a187df5	docs/reviews/fep-filtering-vs-smoothing-retrospective-revision-census-2026-08-26.md	included		12400	b0509930e6c259ae91d89f2313406c77c7354fe3b70bf0e70ebb89e3287a00b0	.md	markdown	197	1800	1800	673	25	na	na	22	0	na	na	
lte-workstation	markdown	e8f47364e5a0f224c1bd03331df592272a187df5	docs/reviews/fep-h3-reachable-non-constancy-epistemic-affordance-precision-2026-08-14.md	included		11076	783b09035273d20001e594747a823dffed8332fc9abfc9a18ccf59f486b89db4	.md	markdown	173	1625	1625	615	18	na	na	12	0	na	na	
lte-workstation	markdown	e8f47364e5a0f224c1bd03331df592272a187df5	docs/reviews/fep-interoceptive-precision-allocation-need-alignment-precision-2026-08-15.md	included		12454	ffeac5bf6a1b6d876caa19617c5f29bfcb79641627768551f7b7fe821346c8f9	.md	markdown	180	1825	1825	648	14	na	na	30	0	na	na	
lte-workstation	markdown	e8f47364e5a0f224c1bd03331df592272a187df5	docs/reviews/fep-less-is-more-take-the-best-under-uncertain-precision-home-state-2026-08-18.md	included		7662	80a8869a4b7185a2249cb56cd727e02339ac88444aa5ed4fe27ec1909ddca6d6	.md	markdown	111	1089	1089	497	18	na	na	14	0	na	na	
lte-workstation	markdown	e8f47364e5a0f224c1bd03331df592272a187df5	docs/reviews/fep-likelihood-vs-posterior-sharing-fleet-states-2026-08-18.md	included		14521	ffc0d3744612d5781c2a1e09a8198377144952e60621d01bafbc1ef61f4e4192	.md	markdown	252	2038	2038	725	18	na	na	23	1	na	na	
lte-workstation	markdown	e8f47364e5a0f224c1bd03331df592272a187df5	docs/reviews/fep-observation-aliasing-inverse-ambiguity-phone-ap-2026-08-26.md	included		10043	6dc897903c003ca092f7f3656a1c9085007aae3fff8333192e2179d0024b9308	.md	markdown	154	1467	1467	563	21	na	na	14	0	na	na	
lte-workstation	markdown	e8f47364e5a0f224c1bd03331df592272a187df5	docs/reviews/fep-reafference-vs-gating-link-flap-2026-08-25.md	included		11123	b29b0abd7d75e2414633ab66a56827b7bf25f8afa93b91e7d5aa52adee29646f	.md	markdown	180	1595	1595	628	21	na	na	13	0	na	na	
lte-workstation	markdown	e8f47364e5a0f224c1bd03331df592272a187df5	docs/reviews/fep-self-prior-mirror-mark-multimodal-body-schema-sensorium-2026-08-22.md	included		10689	61f5e45c54bcc5c90a18e12963e56e2ddd440956f8b7e4bc378762d0458e9f9c	.md	markdown	161	1550	1550	604	17	na	na	18	0	na	na	
lte-workstation	markdown	e8f47364e5a0f224c1bd03331df592272a187df5	docs/reviews/fep-solenoidal-circulation-isocontour-tiebreak-ideate-2026-08-18.md	included		9224	e468be8cb6ef855418809a5bba9f0add0b2e8d71f2347575466d0d682d6ef526	.md	markdown	155	1297	1297	592	18	na	na	18	0	na	na	
lte-workstation	markdown	e8f47364e5a0f224c1bd03331df592272a187df5	docs/reviews/fep-sophisticated-inference-open-loop-ladder-link-heal-2026-08-19.md	included		8499	36bd0476681e1983e3dd37bb66802127b740fade7ec9010562dd91b45e9714e1	.md	markdown	142	1228	1228	480	17	na	na	12	0	na	na	
lte-workstation	markdown	e8f47364e5a0f224c1bd03331df592272a187df5	docs/reviews/fep-stable-blanket-invariance-across-environments-correlate-2026-08-22.md	included		13905	0e38f2287c97bf04a5863d1609cc5a1848f7dc5c73bae41614f8d8a7f71e5c66	.md	markdown	212	2027	2027	752	16	na	na	30	0	na	na	
lte-workstation	markdown	e8f47364e5a0f224c1bd03331df592272a187df5	docs/reviews/fep-turn-end-is-an-inference-not-an-observation-conversation-2026-08-25.md	included		8670	c3efbed6ffbcd10a01edd67e344003137bcc81086254a6889e582400323a346c	.md	markdown	133	1274	1274	553	18	na	na	19	1	na	na	
lte-workstation	markdown	e8f47364e5a0f224c1bd03331df592272a187df5	docs/reviews/fep-window-freeze-ranking-basis-sound-reflex-2026-08-03.md	included		10634	b0dbaad44a380e7b53091f89d6f8589bae3e4e2bae8e66ff376e84fb032101e9	.md	markdown	176	1436	1436	591	16	na	na	11	0	na	na	
lte-workstation	markdown	e8f47364e5a0f224c1bd03331df592272a187df5	docs/reviews/homeostasis-antagonistic-controller-pair-control-mode-mesh-pace-2026-08-04.md	included		9167	e2e038f68a8136ea04049b809ae1a78aa4cf18517fb7d45bf56995793c31002d	.md	markdown	145	1255	1255	543	17	na	na	10	0	na	na	
lte-workstation	markdown	e8f47364e5a0f224c1bd03331df592272a187df5	docs/reviews/homeostasis-gated-regulation-cryptic-storage-recovery-cost-link-heal-2026-08-19.md	included		9832	2601f75a0d8dbe27f178831dc311b7f10df3f81e032c4f17f27bc04e51f7f374	.md	markdown	147	1452	1452	608	18	na	na	18	1	na	na	
lte-workstation	markdown	e8f47364e5a0f224c1bd03331df592272a187df5	docs/reviews/homeostasis-network-physiology-time-delay-stability-mesh-algedonic-2026-07-31.md	included		7072	c353f6ebf6b8f7b0b52bf301ba7709039ffbc6404dd7b380858fd0f421aa888e	.md	markdown	97	962	962	434	11	na	na	5	1	na	na	
lte-workstation	markdown	e8f47364e5a0f224c1bd03331df592272a187df5	docs/reviews/homeostasis-predictive-vs-reactive-anticipation-phase-mesh-algedonic-2026-08-10.md	included		8548	7546da768e8d1af07541a8dc25ddcc6182d4c95627d7d45da1cbcfb823639979	.md	markdown	124	1243	1243	508	11	na	na	12	1	na	na	
